model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N
bert-base-multilingual-cased,de_gsd,FullyScrambled,0.0,0.013333333333333334,0.21333333333333335,0.05,300
bert-base-multilingual-cased,de_gsd,FullyScrambled+Lemma,0.0033333333333333335,0.016666666666666666,0.21666666666666667,0.10333333333333333,300
bert-base-multilingual-cased,de_gsd,HeadScrambled,0.09,0.15333333333333332,0.07333333333333333,0.07,300
bert-base-multilingual-cased,de_gsd,Original,0.14666666666666667,0.28,0.043333333333333335,0.043333333333333335,300
bert-base-multilingual-cased,de_gsd,Original+Lemma,0.06666666666666667,0.18333333333333332,0.09,0.06,300
bert-base-multilingual-cased,de_gsd,PartiallyScrambled,0.08333333333333333,0.16333333333333333,0.08333333333333333,0.06333333333333334,300
bert-base-multilingual-cased,de_gsd,PartiallyScrambled+Lemma,0.03666666666666667,0.1,0.10333333333333333,0.10666666666666667,300
bert-base-multilingual-cased,en_ewt,FullyScrambled,0.006896551724137931,0.013793103448275862,0.25517241379310346,0.15172413793103448,290
bert-base-multilingual-cased,en_ewt,FullyScrambled+Lemma,0.006896551724137931,0.013793103448275862,0.23448275862068965,0.2103448275862069,290
bert-base-multilingual-cased,en_ewt,HeadScrambled,0.06896551724137931,0.1413793103448276,0.13448275862068965,0.1724137931034483,290
bert-base-multilingual-cased,en_ewt,Original,0.22413793103448276,0.4379310344827586,0.041379310344827586,0.0896551724137931,290
bert-base-multilingual-cased,en_ewt,Original+Lemma,0.1413793103448276,0.32413793103448274,0.06896551724137931,0.12758620689655173,290
bert-base-multilingual-cased,en_ewt,PartiallyScrambled,0.11724137931034483,0.2482758620689655,0.10344827586206896,0.13793103448275862,290
bert-base-multilingual-cased,en_ewt,PartiallyScrambled+Lemma,0.06551724137931035,0.1896551724137931,0.08620689655172414,0.19310344827586207,290
bert-base-multilingual-cased,es_ancora,FullyScrambled,0.010033444816053512,0.016722408026755852,0.18729096989966554,0.1806020066889632,299
bert-base-multilingual-cased,es_ancora,FullyScrambled+Lemma,0.006688963210702341,0.033444816053511704,0.22073578595317725,0.22073578595317725,299
bert-base-multilingual-cased,es_ancora,HeadScrambled,0.06688963210702341,0.13377926421404682,0.10367892976588629,0.14715719063545152,299
bert-base-multilingual-cased,es_ancora,Original,0.20066889632107024,0.3979933110367893,0.043478260869565216,0.07023411371237458,299
bert-base-multilingual-cased,es_ancora,Original+Lemma,0.11371237458193979,0.22742474916387959,0.03678929765886288,0.0903010033444816,299
bert-base-multilingual-cased,es_ancora,PartiallyScrambled,0.12374581939799331,0.23745819397993312,0.05016722408026756,0.14715719063545152,299
bert-base-multilingual-cased,es_ancora,PartiallyScrambled+Lemma,0.07357859531772576,0.13712374581939799,0.05351170568561873,0.13043478260869565,299
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled,0.006688963210702341,0.020066889632107024,0.15719063545150502,0.05016722408026756,299
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled+Lemma,0.006688963210702341,0.016722408026755852,0.20735785953177258,0.030100334448160536,299
bert-base-multilingual-cased,ru_syntagrus,HeadScrambled,0.07692307692307693,0.14046822742474915,0.06688963210702341,0.04013377926421405,299
bert-base-multilingual-cased,ru_syntagrus,Original,0.2709030100334448,0.39464882943143814,0.016722408026755852,0.020066889632107024,299
bert-base-multilingual-cased,ru_syntagrus,Original+Lemma,0.0903010033444816,0.16387959866220736,0.043478260869565216,0.026755852842809364,299
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled,0.13377926421404682,0.21739130434782608,0.05016722408026756,0.020066889632107024,299
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled+Lemma,0.06020066889632107,0.11036789297658862,0.06688963210702341,0.04013377926421405,299
bert-base-multilingual-cased,tr_imst,FullyScrambled,0.011320754716981131,0.01509433962264151,0.11320754716981132,0.018867924528301886,265
bert-base-multilingual-cased,tr_imst,FullyScrambled+Lemma,0.0037735849056603774,0.007547169811320755,0.27547169811320754,0.05660377358490566,265
bert-base-multilingual-cased,tr_imst,HeadScrambled,0.011320754716981131,0.03018867924528302,0.06792452830188679,0.018867924528301886,265
bert-base-multilingual-cased,tr_imst,Original,0.022641509433962263,0.05660377358490566,0.03018867924528302,0.026415094339622643,265
bert-base-multilingual-cased,tr_imst,Original+Lemma,0.011320754716981131,0.03773584905660377,0.13962264150943396,0.04905660377358491,265
bert-base-multilingual-cased,tr_imst,PartiallyScrambled,0.009174311926605505,0.01834862385321101,0.05504587155963303,0.03669724770642202,109
bert-base-multilingual-cased,tr_imst,PartiallyScrambled+Lemma,0.0,0.01834862385321101,0.1834862385321101,0.08256880733944955,109
bert-base-multilingual-cased,zh_gsd,FullyScrambled,0.013333333333333334,0.07,0.11666666666666667,0.0,300
bert-base-multilingual-cased,zh_gsd,FullyScrambled+Lemma,0.016666666666666666,0.07333333333333333,0.11666666666666667,0.0,300
bert-base-multilingual-cased,zh_gsd,HeadScrambled,0.15,0.26666666666666666,0.06333333333333334,0.0,300
bert-base-multilingual-cased,zh_gsd,Original,0.37666666666666665,0.55,0.016666666666666666,0.0,300
bert-base-multilingual-cased,zh_gsd,Original+Lemma,0.38333333333333336,0.5533333333333333,0.013333333333333334,0.0,300
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled,0.2,0.3333333333333333,0.05333333333333334,0.0,300
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled+Lemma,0.21333333333333335,0.33666666666666667,0.05333333333333334,0.0,300
